,Value (kWh),notes,Date,time,Day,Temp_max,Temp_avg,Temp_min,Dew_max,Dew_avg,Dew_min,Hum_max,Hum_avg,Hum_min,Wind_max,Wind_avg,Wind_min,Press_max,Press_avg,Press_min,Precipit,day_of_week,year
9739,2.512,weekday,2017-11-07,19:00:00,11,91,82.3,75,76,73.9,72,96,76.3,53,20,4.6,0,29.9,29.9,29.8,0.5,1,2017
9740,2.1919999999999997,weekday,2017-11-07,20:00:00,11,91,82.3,75,76,73.9,72,96,76.3,53,20,4.6,0,29.9,29.9,29.8,0.5,1,2017
9741,1.581,weekday,2017-11-07,21:00:00,11,91,82.3,75,76,73.9,72,96,76.3,53,20,4.6,0,29.9,29.9,29.8,0.5,1,2017
9742,1.68,weekday,2017-11-07,22:00:00,11,91,82.3,75,76,73.9,72,96,76.3,53,20,4.6,0,29.9,29.9,29.8,0.5,1,2017
9743,1.091,weekday,2017-11-07,23:00:00,11,91,82.3,75,76,73.9,72,96,76.3,53,20,4.6,0,29.9,29.9,29.8,0.5,1,2017
9744,1.238,weekday,2017-12-07,00:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9745,0.792,weekday,2017-12-07,01:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9746,0.98,weekday,2017-12-07,02:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9747,0.716,weekday,2017-12-07,03:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9748,1.067,weekday,2017-12-07,04:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9749,0.316,weekday,2017-12-07,05:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9750,0.485,weekday,2017-12-07,06:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9751,0.313,weekday,2017-12-07,07:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9752,0.251,weekday,2017-12-07,08:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9753,0.257,weekday,2017-12-07,09:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9754,0.28,weekday,2017-12-07,10:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9755,0.28,weekday,2017-12-07,11:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9756,0.267,weekday,2017-12-07,12:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9757,0.268,weekday,2017-12-07,13:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9758,0.2769999999999999,weekday,2017-12-07,14:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9759,0.254,weekday,2017-12-07,15:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9760,1.442,weekday,2017-12-07,16:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9761,3.768,weekday,2017-12-07,17:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9762,2.926,weekday,2017-12-07,18:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9763,1.983,weekday,2017-12-07,19:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9764,2.153,weekday,2017-12-07,20:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9765,2.0909999999999997,weekday,2017-12-07,21:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9766,1.751,weekday,2017-12-07,22:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9767,1.29,weekday,2017-12-07,23:00:00,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0,3,2017
9768,1.178,weekday,2017-07-13,00:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9769,1.194,weekday,2017-07-13,01:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9770,0.7,weekday,2017-07-13,02:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9771,1.0490000000000002,weekday,2017-07-13,03:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9772,0.6409999999999999,weekday,2017-07-13,04:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9773,0.473,weekday,2017-07-13,05:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9774,0.449,weekday,2017-07-13,06:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9775,0.341,weekday,2017-07-13,07:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9776,0.352,weekday,2017-07-13,08:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9777,0.245,weekday,2017-07-13,09:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9778,0.282,weekday,2017-07-13,10:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9779,0.309,weekday,2017-07-13,11:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9780,0.225,weekday,2017-07-13,12:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9781,0.349,weekday,2017-07-13,13:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9782,0.342,weekday,2017-07-13,14:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9783,0.609,weekday,2017-07-13,15:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9784,2.142,weekday,2017-07-13,16:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9785,4.664,weekday,2017-07-13,17:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9786,4.474,weekday,2017-07-13,18:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9787,3.072,weekday,2017-07-13,19:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9788,2.929,weekday,2017-07-13,20:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9789,3.338,weekday,2017-07-13,21:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9790,2.509,weekday,2017-07-13,22:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9791,1.83,weekday,2017-07-13,23:00:00,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02,3,2017
9792,1.278,weekday,2017-07-14,00:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9793,1.219,weekday,2017-07-14,01:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9794,0.972,weekday,2017-07-14,02:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9795,0.887,weekday,2017-07-14,03:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9796,0.685,weekday,2017-07-14,04:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9797,0.562,weekday,2017-07-14,05:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9798,0.4039999999999999,weekday,2017-07-14,06:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9799,0.465,weekday,2017-07-14,07:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9800,0.407,weekday,2017-07-14,08:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9801,0.431,weekday,2017-07-14,09:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9802,0.299,weekday,2017-07-14,10:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9803,0.486,weekday,2017-07-14,11:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9804,0.428,weekday,2017-07-14,12:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9805,0.424,weekday,2017-07-14,13:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9806,0.4,weekday,2017-07-14,14:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9807,0.748,weekday,2017-07-14,15:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9808,3.934,weekday,2017-07-14,16:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9809,4.388,weekday,2017-07-14,17:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9810,4.149,weekday,2017-07-14,18:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9811,2.615,weekday,2017-07-14,19:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9812,1.704,weekday,2017-07-14,20:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9813,2.1830000000000003,weekday,2017-07-14,21:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9814,1.729,weekday,2017-07-14,22:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9815,1.3330000000000002,weekday,2017-07-14,23:00:00,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01,4,2017
9816,1.581,weekend,2017-07-15,00:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9817,1.0659999999999998,weekend,2017-07-15,01:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9818,1.011,weekend,2017-07-15,02:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9819,0.991,weekend,2017-07-15,03:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9820,0.698,weekend,2017-07-15,04:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9821,0.268,weekend,2017-07-15,05:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9822,0.8340000000000001,weekend,2017-07-15,06:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9823,0.765,weekend,2017-07-15,07:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9824,0.755,weekend,2017-07-15,08:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9825,0.967,weekend,2017-07-15,09:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9826,0.268,weekend,2017-07-15,10:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9827,0.271,weekend,2017-07-15,11:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9828,0.386,weekend,2017-07-15,12:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9829,0.377,weekend,2017-07-15,13:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9830,0.379,weekend,2017-07-15,14:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9831,0.362,weekend,2017-07-15,15:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9832,2.725,weekend,2017-07-15,16:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9833,3.228,weekend,2017-07-15,17:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9834,1.789,weekend,2017-07-15,18:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9835,1.301,weekend,2017-07-15,19:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9836,1.982,weekend,2017-07-15,20:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9837,1.129,weekend,2017-07-15,21:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9838,0.8240000000000001,weekend,2017-07-15,22:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9839,0.74,weekend,2017-07-15,23:00:00,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0,5,2017
9840,0.645,weekend,2017-07-16,00:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9841,0.777,weekend,2017-07-16,01:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9842,1.161,weekend,2017-07-16,02:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9843,0.758,weekend,2017-07-16,03:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9844,0.741,weekend,2017-07-16,04:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9845,0.347,weekend,2017-07-16,05:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9846,0.248,weekend,2017-07-16,06:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9847,0.265,weekend,2017-07-16,07:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9848,0.511,weekend,2017-07-16,08:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9849,0.623,weekend,2017-07-16,09:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9850,0.39,weekend,2017-07-16,10:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9851,0.514,weekend,2017-07-16,11:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9852,0.381,weekend,2017-07-16,12:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9853,0.336,weekend,2017-07-16,13:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9854,0.5770000000000001,weekend,2017-07-16,14:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9855,3.219,weekend,2017-07-16,15:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9856,2.707,weekend,2017-07-16,16:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9857,4.107,weekend,2017-07-16,17:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9858,3.352,weekend,2017-07-16,18:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9859,2.24,weekend,2017-07-16,19:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9860,3.051,weekend,2017-07-16,20:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9861,2.5069999999999997,weekend,2017-07-16,21:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9862,1.937,weekend,2017-07-16,22:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9863,1.2990000000000002,weekend,2017-07-16,23:00:00,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2,6,2017
9864,1.034,weekday,2017-07-17,00:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9865,1.388,weekday,2017-07-17,01:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9866,1.121,weekday,2017-07-17,02:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9867,0.863,weekday,2017-07-17,03:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9868,0.7,weekday,2017-07-17,04:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9869,0.431,weekday,2017-07-17,05:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9870,0.356,weekday,2017-07-17,06:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9871,0.325,weekday,2017-07-17,07:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9872,0.242,weekday,2017-07-17,08:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9873,0.312,weekday,2017-07-17,09:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9874,0.326,weekday,2017-07-17,10:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9875,0.246,weekday,2017-07-17,11:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9876,0.346,weekday,2017-07-17,12:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9877,0.3389999999999999,weekday,2017-07-17,13:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9878,0.243,weekday,2017-07-17,14:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9879,0.3229999999999999,weekday,2017-07-17,15:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9880,0.915,weekday,2017-07-17,16:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9881,3.678,weekday,2017-07-17,17:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9882,2.714,weekday,2017-07-17,18:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9883,2.481,weekday,2017-07-17,19:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9884,1.46,weekday,2017-07-17,20:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9885,2.667,weekday,2017-07-17,21:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9886,2.128,weekday,2017-07-17,22:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9887,2.259,weekday,2017-07-17,23:00:00,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0,0,2017
9888,1.3630000000000002,weekday,2017-07-18,00:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9889,0.807,weekday,2017-07-18,01:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9890,1.031,weekday,2017-07-18,02:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9891,1.003,weekday,2017-07-18,03:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9892,0.6609999999999999,weekday,2017-07-18,04:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9893,0.436,weekday,2017-07-18,05:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9894,0.3779999999999999,weekday,2017-07-18,06:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9895,0.246,weekday,2017-07-18,07:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9896,0.282,weekday,2017-07-18,08:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9897,0.265,weekday,2017-07-18,09:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9898,0.266,weekday,2017-07-18,10:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9899,0.286,weekday,2017-07-18,11:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9900,0.248,weekday,2017-07-18,12:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9901,0.347,weekday,2017-07-18,13:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9902,0.302,weekday,2017-07-18,14:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9903,0.235,weekday,2017-07-18,15:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9904,1.043,weekday,2017-07-18,16:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9905,5.18,weekday,2017-07-18,17:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9906,4.23,weekday,2017-07-18,18:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9907,3.349,weekday,2017-07-18,19:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9908,1.846,weekday,2017-07-18,20:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9909,2.22,weekday,2017-07-18,21:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9910,1.917,weekday,2017-07-18,22:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9911,2.146,weekday,2017-07-18,23:00:00,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0,1,2017
9912,1.839,weekday,2017-07-19,00:00:00,19,92,83.8,75,76,74.3,72,94,74.2,53,14,3.8,0,30.0,30.0,29.9,0.68,2,2017
